table,columns
PBI_LD_REITERACION_DISENO_MISMO_CDU_AURA_TEMP_7d,39
PBI_LD_REITERACION_DISENO_MISMO_CDU_AURA_TEMP_ACCESADAS,41
PBI_MAQUETA_DIARIO,18
PBI_PLANTAS_ATENCIONES,12
PBI_PLANTAS_ATENCIONES_borrar,12
PBI_RSA_ACCESADAS,21
PBI_RSA_ACCESADAS_BACKUP,21
PBI_RSA_ACCESADAS_HIST,21
PBI_RSA_ACCESADAS_PRUEBA,21
PBI_RSA_ENTRANTES,21
PBI_RSA_ENTRANTES_HIST,21
PBI_RSA_ENTRANTES_SOCIOS,5
PBI_RSA_INDICADORES_OPERATIVOS,23
PBI_RSA_INDICADORES_OPERATIVOS_TOBE,23
PBI_TIPIFICACIONES_VISOR,40
PLANTA_PREVIA_FIJA,2
PLANTA_PREVIA_MOVIL,3
PesosProyecciones,7
RSA_ACCESADAS_ACCIONES_MOTIVOS,12
RSA_GRAFICA_ACCESADAS_BLOCKREASON,8
RSA_GRAFICA_ACCESADAS_BLOCKREASON_DETALLE,9
RSA_GRAFICA_ACCESADAS_BLOCKREASON_ant,6
RSA_GRAFICA_ACCESADAS_NEGOCIO_MOTIVO,9
RSA_GRAFICA_ACCESADAS_NEGOCIO_MOTIVO_TMP,9
RSA_GRAFICA_ATENDIDAS_ABANDONO,10
Tabla_Contencion_CCEE,8
Tabla_Peso_Promedio,4
VW_PBI_BASE_MT_RESUMEN_MOTIVO,8
VariacionesPromedioDiario,4
VariacionesPromedioDiario_borrar,4
VariacionesPromedioDiario_sem,5
indicadores_gestion_BORRAR,9
indicadores_gestion_entrantes,9
infomart_temp_todos_indicadores,8
prueba,21
sysdiagrams,5
telefonos_temp,5
tera,16
DRH_Catalogo_area_crm_grp,2
DRH_Catalogo_codigos_liquidacion,5
DRH_rpa,60
E2E_CASOS_BO,30
PREVIO_T_DIM_COLA,19
PREVIO_T_DIM_PLATAFORMA,9
PREVIO_T_DIM_PROGRAMA,11
PREVIO_T_LISTADO_DNIS_GENESYS,5
RETENCIONES_FIJA_ESTRATEGIA,100
T_DIM_COLA,19
T_DIM_PLATAFORMA,9
T_DIM_PROGRAMA,11
T_LISTADO_DNIS_GENESYS,5
Triaje_ReporteFCR,18
Triaje_ReporteRpa,64
Visor_web_log_siem_AVR,21
ind_usabilidad_log_siem_fcr_informe,105
ubigeo,7
web_log_siem,18
DIM.CASO_USO_AURA,8
DIM.COLA,10
DIM.FECHA,43
DIM.INTENT,17
DIM.TIPIFICACION,14
CATALOGO_VISOR_TIPIS,13
MOTIVO,15
T_DIM_COLA,19
T_DIM_PLATAFORMA,9
T_DIM_PROGRAMA,11
gmc_motivos_plataformas_202512,5
Averias_Registradas_ACUMULADO,309
E2E_USUARIOS_CALL_CEE_B2C_HISTORICO,17
JSS_CATALOGO_UNIFICADO_CC,15
LD_SEGUIMIENTO_PROCESOS_AURA_Y_BOTMAKER,4
LYT_CONTACT_CENTER_ACCESADAS_202601,220
LYT_CONTACT_CENTER_ACCESADAS_202602,220
LYT_CONTACT_CENTER_ACCESADAS_202603,220
LYT_CONTACT_CENTER_ENTRANTES_202601,165
LYT_CONTACT_CENTER_ENTRANTES_202602,165
LYT_CONTACT_CENTER_ENTRANTES_202603,165
LYT_INTENT_SESIONES_202601,13
LYT_INTENT_SESIONES_202602,13
LYT_INTENT_SESIONES_202603,13
LYT_INTERACCIONES_202601,144
LYT_INTERACCIONES_202602,144
LYT_INTERACCIONES_202603,144
LYT_SESIONES_202601,116
LYT_SESIONES_202602,116
LYT_SESIONES_202603,116
LYT_TIENDA_MES,75
LYT_TIPIFICACIONES_MES,79
LYT_VISOR_TIPIFICACIONES_202601,80
LYT_VISOR_TIPIFICACIONES_202602,80
LYT_VISOR_TIPIFICACIONES_202603,80
TIPIFICACIONES_RETENCIONES_ULT_30D,15
USUARIOS_RECLAMOS_HISTORICO,23
dicccionario_v_exp,12
sysdiagrams,5
AGENTES_MIGRADOS,22
ArchivosCSV,2
ArchivosCSV_2,3
CAPACIDAD_DE_ATENCION_ULT_ACT,21
COPIA_BASE_VISOR_RETEN_LOGICA_TRAMITADORES,4
COPIA_LISTA_RELLAMADORES_227,5
CRONOGRAMA,36
Carga_Catalogo_CCPulce,9
Catalogo_Plataforma,2
Consolidado_Control_Envios,19
DETALLE_INTERVALO,25
DIAS_OPERATIVOS,6
DISTRIBUCION_PLATAFORMAS,13
DestinoDatos,3
DestinoDatos_CORREO_PEPE,3
DestinoDatos_temp1,1
DestinoDatos_temp2,2
ERLAG,17
EXPORTAR_MENSAJES_CORREO_PEPE,4
FORMATO_ERLAG,17
FTE_ACTIVOS,16
GTR_Conectados_Global,11
GTR_NDS_DIA,26
GTR_NDS_HORA,27
JCO_Consolidado_Control_Envios,5
JCO_PRUEBA_SMS,14
